week,scaled_index_rate
2020-10-30,102.9256966092375
2020-11-06,104.47608816580092
2020-11-13,105.71271000258366
2020-11-20,109.58868889399223
2020-11-27,112.72638609179917
2020-12-04,122.37019071447048
2020-12-11,128.36872947498375
2020-12-18,138.60315945253637
2020-12-25,145.0077531445305
2021-01-01,159.31315958434692
2021-01-08,177.8428314674631
2021-01-15,197.36115374205625
2021-01-22,193.99274351499878
2021-01-29,202.93518052874856
2021-02-05,204.80857032626272
2021-02-12,202.35378369503727
2021-02-19,211.24084958176692
2021-02-26,209.01677597979202
2021-03-05,200.57267910922334
2021-03-12,206.75578829313702
2021-03-19,198.4316621977786
2021-03-26,201.5047597473954
2021-04-02,204.97828409229126
2021-04-09,207.42947033854847
2021-04-16,211.85916050015828
2021-04-23,216.94407566483954
2021-04-30,216.23347953474794
2021-05-07,228.7473542412956
2021-05-14,248.18261982535859
2021-05-21,255.83306387530547
2021-05-28,272.61051536240257
2021-06-04,288.44665769015756
2021-06-11,303.4337760702707
2021-06-18,314.28651696621466
2021-06-25,311.61024582690874
2021-07-02,321.6231912963809
2021-07-09,352.0219400304281
2021-07-16,369.05779011028574
2021-07-23,415.2280815238978
2021-07-30,469.52870008829785
2021-08-06,478.96024872405866
2021-08-13,441.5016812949459
2021-08-20,462.55193808376237
2021-08-27,476.3485772329429
2021-09-03,485.3832994583929
2021-09-10,512.579751346443
2021-09-17,507.3840939277215
2021-09-24,500.16739037276557
2021-10-01,485.2910142466927
2021-10-08,459.08201412383477
2021-10-15,479.6985304176603
2021-10-22,471.3374902376218
2021-10-29,476.2562920212427
2021-11-05,485.6693836146635
2021-11-12,434.2388351341398
2021-11-19,424.60425903263854
2021-11-26,431.5071928678138
2021-12-03,434.8848316160412
2021-12-10,440.643428826134
2021-12-17,438.9638379731903
2021-12-24,435.45699992858255
2021-12-31,428.81698882447574
2022-01-07,423.30073041737313
2022-01-14,439.5729203704116
2022-01-21,446.66965315015733
2022-01-28,452.48362148727017
2022-02-04,445.73757251198526
2022-02-11,444.270237645952
2022-02-18,449.66892253041397
2022-02-25,451.70842570898844
2022-03-04,450.2318623217852
2022-03-11,451.13625739644715
2022-03-18,437.8010443057677
2022-03-25,435.1155446452917
2022-04-01,434.47877668456033
2022-04-08,428.21261081011653
2022-04-22,421.8818452874825
2022-04-29,413.2254924300034
2022-05-06,394.957634773948
2022-05-13,380.03973030261005
2022-05-20,390.6340726057934
2022-05-27,362.26559852915074
2022-06-10,335.0322325564205
2022-06-17,327.4925307605139
2022-06-24,324.4655758167472
2022-07-01,303.4614616337808
2022-07-08,299.7239105599225
2022-07-15,295.9771309648942
2022-07-22,291.5843548879645
2022-07-29,282.3835192814542
2022-08-05,283.2510002714361
2022-08-12,274.8345889643775
2022-08-19,268.5684230899336
2022-08-26,263.1328241207916
2022-09-02,239.3763034988666
2022-09-09,224.3545781643659
2022-09-16,214.70154502052458
2022-09-23,194.69872538450537
2022-09-30,187.36666531492415
2022-10-07,170.69995608186733
2022-10-14,163.34482470936106
2022-10-21,158.2137669388297
2022-10-28,154.12553206051066
2022-11-04,155.2144975585731
2022-11-11,146.96419963257483
2022-11-18,140.28275030548008
2022-11-25,128.5348428560441
2022-12-02,116.62599053813663
2022-12-09,107.27233008031712
2022-12-16,98.15833404691617
2022-12-23,98.08995151614683
2022-12-30,99.29888778941948
2023-01-06,100.01585105838471
2023-01-13,103.25792337135825
2023-01-20,100.48936702035212
2023-01-27,102.15972935212581
2023-02-03,95.12759622057027
2023-02-10,92.53438177179454
2023-02-17,91.87915676872309
2023-02-24,91.54693000660235
2023-03-03,82.60449299285258
2023-03-10,72.37929153646998
2023-03-17,70.11830384981498
2023-03-24,68.83553940718215
2023-03-31,68.33719926400104
2023-04-07,65.31744283711382
2023-04-14,64.85306302098245
2023-04-21,73.76356971197303
2023-04-28,72.70228977742069
2023-05-05,69.0907082428389
2023-05-12,66.3226126419742
2023-05-19,66.81449327094768
2023-05-26,64.98724607928365
2023-06-02,63.669782306929264
2023-06-09,66.47303798765692
2023-06-16,64.54427706312266
2023-06-23,59.86541682992233
2023-06-30,58.933336191750264
2023-07-07,59.52396154663157
2023-07-14,58.610337950799554
2023-07-21,59.52396154663157
2023-07-28,61.055896060854955
2023-08-04,66.52840911467705
2023-08-11,70.74584328937638
2023-08-18,69.24159433866305
2023-08-25,70.58895842948603
2023-09-01,70.44342447039026
2023-09-08,67.1374915118984
2023-09-15,64.11976508930172
2023-09-22,57.724399918477594
2023-09-29,54.28216152205999
2023-10-06,50.240069249591045
2023-10-13,49.529473119499485
2023-10-20,48.357450930906886
2023-10-27,50.52347677423327
2023-11-03,53.85100528336346
2023-11-10,56.17400836191417
2023-11-17,53.40545201090805
2023-11-24,53.33162384154788
2023-12-01,54.41136081844027
2023-12-08,58.60110942962953
2023-12-15,59.127135136320696
2023-12-22,62.1171759954073
2024-01-05,106.47194061948579
2024-01-12,120.5706290863165
2024-01-19,142.7467654578755
2024-01-26,157.3924285546979
2024-02-02,156.57109017056607
2024-02-09,156.55263312822603
2024-02-16,157.94613982489912
2024-02-23,154.65155776720184
2024-03-01,152.26137078416656
2024-03-08,141.6485714386431
2024-03-15,132.33699357809252
2024-03-22,121.05974070832758
2024-03-29,125.49026224794318
2024-04-05,112.86444440801355
2024-04-12,115.30114349823486
2024-04-19,108.59200860763004
2024-04-26,109.9855153043031
2024-05-03,118.15275653977116
2024-05-10,133.79851555725597
2024-05-17,143.401990460947
2024-05-24,157.4939422875681
2024-05-31,160.60949193578978
2024-06-07,184.3702573169639
2024-06-14,190.06193047513756
2024-06-21,205.16848265189347
2024-06-28,208.0108671722598
2024-07-05,231.75483826710547
2024-07-12,239.10175499405852
2024-07-19,233.02015954301507
2024-07-26,234.06298243522738
2023-12-29,62.997668389138454
2024-08-02,227.21541972707223
2024-08-09,233.01093102184504
2024-08-16,250.83120540115442
2024-08-23,256.17451915859624
2024-08-30,245.73244745471817
2024-09-06,233.5830993343863
2024-09-13,231.5897387616619
2024-09-20,216.9348471436695
2024-09-27,210.5948530998655
2024-10-04,174.55747793093585
2024-10-11,166.9808620503491
2024-10-18,156.1650352390852
2024-10-25,152.2798278265066
2024-11-01,152.9627383930881
